Film,Year,Body_Count,MPAA_Rating,Genre,Director,Actors,Length_Minutes,IMDB_Rating
On Deadly Ground,1994,25,R,Action|Adventure|Thriller,Steven Seagal,Steven Seagal|Michael Caine|Joan Chen|John C. McGinley|R. Lee Ermey|Shari Shattuck|Billy Bob Thornton|Richard Hamilton|Chief Irvin Brink|Apanguluk Charlie Kairaiuak|Elsie Pistolhead|John Trudell|Mike Starr|Sven-Ole Thorsen|Jules Desjarlais|Moses Wassillie|Nanny Kagak|Irvin Kershner|Kenji|Todd Beadle|Ivan Kane|David John Cervantes|David Selburg|Arisa Wolf|Carlotta Chang|Reid Asato|Fumiyasu Daikyu|Warren Tabata|Joe Lala|Chic Daniel|Jim Farnum|Conrad E. Palmisano|Webster Whinery|David Paris|Gary Farrell|Debbie Houk|Brian Simpson|Peter Navy Tuiasosopo|Craig Ryan Ng|Nicole Mier|Summer Holmstrand|Billie Jo Price|Patrick Gorman|Chris Dunn|Pía Reyes|Dianna Wan|Rossman Peetook|Mia Suh|Lisa Nardone|Gabriel L. Muktoyuk|Vince Pikonganna|Edward Tiulana|Wilfred Anowlic|Victoria J. Pushruk|Brenda A. Tiulana|Seago Blackstar Whitewolf|Leslie Gray|Bernice Falling Leaves|Little Crow|Sonny D.M. Peralez|Edith Akpik|Helen Hakkila|Mark M. Hiratsuka|Mary Hiratsuka|Rick Jones|Paulette Kniseley|Vergie Kniseley|Jimmy Kniseley|Kathy Kratsas|Darren Mitvitnikoff|Fran Monegan|Emma Nelson|Helmer Olson|Simon Puskruk|Bart the Bear|Ericka Bryce|Regina Don|Louise Fletcher|Richard Hale|Jason Jardine|Dawanna Murrell|Bob Pepper|Shawn Michael Perry|Nils Allen Stewart|Manny Twofeathers|Ai Wan,101,4.2
On Her Majesty's Secret Service,1969,26,,Action|Adventure|Crime|Romance|Thriller,Peter R. Hunt,George Lazenby|Diana Rigg|Telly Savalas|Gabriele Ferzetti|Ilse Steppat|Lois Maxwell|George Baker|Bernard Lee|Bernard Horsfall|Desmond Llewelyn|Yuri Borienko|Virginia North|Geoffrey Cheshire|Irvin Allen|Terence Mountain|John Gay|James Bree|Angela Scoular|Catherine Schell|Julie Ege|Mona Chong|Sylvana Henriques|Sally Sheridan|Joanna Lumley|Zaheera|Anouska Hempel|Ingrid Back|Helena Ronee|Jenny Hanley|Sam Ammon|David Brandon|George Cooper|Leslie Crawford|John Crewdson|David de Keyser|Takis Emmanuel|Thomas Gould|Richard Graydon|Brian Grellis|Reg Harding|Peter R. Hunt|Dudley Jones|George Leech|Martin Leyden|Bessie Love|Norman McGlen|Bill Morgan|Willy Oehrli|Steve Plytas|Lenny Rabin|Robert Rietty|Guerra Rugosto|Andreas Schlunegger|Hans Schlunegger|Elliott Sullivan|Salli Tomaso|Nikki Van der Zyl|Joseph Vasa|Rudi Wehren|Brian Worth|Bruno Zryd|Stefan Zürcher,142,6.8
Zong heng si hai,1991,59,,Action|Comedy|Crime|Thriller,John Woo,Yun-Fat Chow|Leslie Cheung|Cherie Chung|Kong Chu|Kenneth Tsang|Fung Woo|Cheung-Tak Hung|Leila Tong|Declan Wong|John Woo|David Wu,103,6.8
Once Upon a Time in Mexico,2003,99,R,Action|Thriller,Robert Rodriguez,Antonio Banderas|Salma Hayek|Johnny Depp|Mickey Rourke|Eva Mendes|Danny Trejo|Enrique Iglesias|Marco Leonardi|Cheech Marin|Rubén Blades|Willem Dafoe|Gerardo Vigil|Pedro Armendáriz Jr.|Julio Oscar Mechoso|Tito Larriva|Miguel Couturier|Tony Valdes|José Luis Avendaño|Rodolfo De Alexandre|Natalia Torres|Steve Constancio|Troy Robinson|Ermahn Ospina|Luz María Rojas|Mario Simon|Bernard Hacker|Cecilia Tijerina|Carola Vázquez|René Gatica|Silvia Santoyo|Juan Pablo Llaguno|Ignacio Torres|Rogelio Gonzalez Grau|Jorge Becerril|Víctor Carpinteiro|Dagoberto Gama,102,6.4
Operation Delta Force,1997,120,R,Action|Thriller,Sam Firstenberg,Ernie Hudson|Jeff Fahey|Rob Stewart|Frank Zagarino|Joe Lara|Todd Jensen|Natasha Sutherland|Gideon Emery|Tshepo Nzimande|Hal Holbrook|Jacques Gombault|Frantz Dobrowsky|Chris Buchanan|Hal Orlandini|Paul Ditchfield|Avi Shafria|Dan Robbertse|Adrian Waldron|Michael Brunner|Wilson Dunster|Michael McGovern|Mark Mulder|Sparky Van Dyk|Eugene Snyman|Douglas Bristow|Dirk Stoltz|Sydney Chama|Tim Mahoney,93,3.3
Out for Justice,1991,20,R,Action|Thriller|Crime|Drama,John Flynn,Steven Seagal|William Forsythe|Jerry Orbach|Jo Champa|Shareen Mitchell|Sal Richards|Gina Gershon|Jay Acovone|Nick Corello|Robert LaSardo|John Toles-Bey|Joe Spataro|Ron Brumbelow|Jack Cipolla|Chic Daniel|John Senger|Steve Taylor|Julius Nasso Jr.|Diane Peterson|Ed Deacy|Vincent Nasso|Jerry Strivelli|Jerome Alvarado|David Basulto|Danny Eglowitz|Frank Fagella Jr.|Sal Serafino Tomassetti|Gianni Russo|Ronald Maccone|Alan Bialor|Frank Fagella Sr.|Willie Anne Gussendanner|George Vallejo|Carl Ciarfalio|Edward Korn|Benedetto Bongiorno|Larry Romano|Anthony DeSando|Jerry Clauri|Dominic Chianese|Vera Lockwood|Julianna Margulies|Christina Solis|Sonny Hurst|Dan Inosanto|Michael Pecina|Marie Todd|Nick Dimitri|Afifi Alaouie|Cameron|Erin Ashley|Sandy Hernandez|Meadow Spadafino|John Leguizamo|Jorge Gil|Craig Pinkard|Perry Wayne|Jack Vecchio|Charles Guardino|Shannon Whirry|Raymond Cruz|Sandy Allison|Salvatore Bonanno|Vincent Cucci Jr.|Philip Rusty Mignano|Salvatore Sonnie Mignano|Joe Lala|Julie Strain|Thomas F. Duffy|Sonny Zito|Vince Cupone|Zoë Hall|Kane Hodder|Claudio Jacobellis|Athena Massey,91,5.9
Out of Sight,1998,9,R,Comedy|Crime|Romance|Thriller,Steven Soderbergh,George Clooney|Jennifer Lopez|Jim Robinson|Mike Malone|Ving Rhames|Don Cheadle|Donna Frenzel|Catherine Keener|Manny Suárez|Dennis Farina|Keith Hudson|Steve Zahn|Albert Brooks|Luis Guzmán|Paul Soileau|Isaiah Washington|Scott Allen|Susan Hatfield|Brad Martin|James Black|Wendell B. Harris Jr.|Chuck Castleberry|Chic Daniel|Connie Sawyer|Philip Perlman|Keith Loneker|Paul Calderon|Gregory Alpert|Viola Davis|Mark Brown|Sandra Ives|Joe Hess|Betsy Monroe|Wayne Pére|Joe Chrest|Joe Coyle|Nancy Allen|Stephen M. Horn|Oscar A. Diaz|Jennifer Dorogi|Mike Gerzevitz|Thelma Gutiérrez|Samuel L. Jackson|Michael Keaton|Pati Lauren|Rick Michaels|Sherrie Peterson|Al Quinn|Ronnie Stutes|Dee Tew,123,7.1
The Outlaw Josey Wales,1976,120,,Western,Clint Eastwood,Clint Eastwood|Chief Dan George|Sondra Locke|Bill McKinney|John Vernon|Paula Trueman|Sam Bottoms|Geraldine Keams|Woodrow Parfrey|Joyce Jameson|Sheb Wooley|Royal Dano|Matt Clark|John Verros|Will Sampson|William O'Connell|John Quade|Frank Schofield|Buck Kartalian|Len Lesser|Doug McGrath|John Russell|Charles Tyner|Bruce M. Fischer|John Mitchum|John Davis Chandler|Tom Roy Lowe|Clay Tanner|Robert F. Hoy|Madeleine Taylor Holmes|Erik Holland|Cissy Wellman|Faye Hamblin|Danny Green|Frank Cockrell|Kyle Eastwood|Richard Farnsworth|Walter Scott,135,7.9
El laberinto del fauno,2006,30,R,Drama|Fantasy|War,Guillermo del Toro,Ivana Baquero|Sergi López|Maribel Verdú|Doug Jones|Ariadna Gil|Álex Angulo|Manolo Solo|César Vea|Roger Casamajor|Ivan Massagué|Gonzalo Uriarte|Eusebio Lázaro|Francisco Vidal|Juanjo Cucalón|Lina Mira|Mario Zorrilla|Sebastián Haro|Mila Espiga|Pepa Pedroche|Lalá Gatóo|Ana Sáez|Chani Martín|Milo Taboada|Fernando Albizu|Pedro G. Marzo|José Luis Torrijo|Íñigo Garcés|Fernando Tielve|Federico Luppi|Chicho Campillo|Pablo Adán|Eduardo Aránega,118,8.3
The Patriot,1998,42,R,Action|Thriller,Dean Semler,Steven Seagal|Gailard Sartain|L.Q. Jones|Silas Weir Mitchell|Camilla Belle|Dan Beene|Damon Collazo|Whitney Yellow Robe|Brad Leland|Molly McClure|Philip Winchester|Douglas Sebern|Ross Loney|Bernard O'Connor|Leonard Mountain Chief|R.J. Burns|Robert Harvey|Ron Andrews|Jeff Tillotson|Don Peterson|Cory Brown|Tom Vanek|Scott Wetsel|Dillinger Steele|Gene E. Carlstrom|Ayako Fujitani|Kelcie Beene|Callie Strozzi|Scott Duthie|Dono Langley,90,4.0
The Patriot,2000,123,R,Action|Drama|War,Roland Emmerich,Mel Gibson|Heath Ledger|Joely Richardson|Jason Isaacs|Chris Cooper|Tchéky Karyo|Rene Auberjonois|Lisa Brenner|Tom Wilkinson|Donal Logue|Leon Rippy|Adam Baldwin|Jay Arlen Jones|Joey D. Vieira|Gregory Smith|Mika Boorem|Skye McCole Bartusiak|Trevor Morgan|Bryan Chafin|Logan Lerman|Mary Jo Deschanel|Jamieson Price|Peter Woodward|Grahame Wood|Beatrice Bush|Shan Omar Huey|Hank Stone|Kirk Fox|Jack Moore|Mark Twogood|Colt Romberger|Terry Layman|Shannon Eubanks|Bill Roberson|Charles Black|Andy Stahl|Kristian Truelsen|Kanin Howell|Mark Jeffrey Miller|Zach Hanner|Dara Coleman|Randell Haynes|John Storey|Greg Good|John F. Dzencelowcz II|John Curran|Kyle Richard Engels|John Bennes|Roy McCrerey|P. Dion Moore|Tyler Long|John H. Bush|Gil Johnson|Scott Miles|Derrick B. Young|Le Roy Seabrook|Samuel Brown Jr.|Samuel Brown Sr.|Lillie L. Harris|Braima Moiwai|Patrick Tatopoulos|Michael E. Rodgers|Tim Adair|Shane Ayon|Ryan Baber|Brad Batchelor|Tasha Biering|Lonnie Burchfield|Kathryn Burns|Robert Cannon|Tad Carr|Brian Patrick Catalano|Joseph Congema|Casey Cunningham|Sam Edens|Will Finch|James Furey|Dennis Gomez|Michael Mario Good|Dale Gould|Mark Hale|Lee Hardin|C. Michael Haynes|Matthew Helms|Kevin R. Hershberger|Eric Holloway|Alex Houvouras|Patric Johnstone|Patrick G. Keenan|Kevin P. King|Gary Lane|Larry Lane|David Lowe|James Lowery|Chad Mason|Drew McClintock|Patrick McNulty|Matthew Mebane|Ken Moran|Michael Neeley|John Neely|Danny Nunn|William Palko|Reid Perry|Scott Peterson|Don Pettit|Marc Phillips|Bert Puckett|Bryan Quan|Morgan Raque|Steve Reaser|David Rivitz|Seneca Robinson|David Michael Ross|David Rotan|Marvin Schroeder|Kemper Sease|Girard Swan|Rock Taulbee|Nick Vachon|Phil Warren|Tim Zabel,165,7.1
Patriot Games,1992,35,R,Action|Crime|Drama|Thriller,Phillip Noyce,Harrison Ford|Anne Archer|Patrick Bergin|Sean Bean|Thora Birch|James Fox|Samuel L. Jackson|Polly Walker|J.E. Freeman|James Earl Jones|Richard Harris|Alex Norton|Hugh Fraser|David Threlfall|Alun Armstrong|Berlinda Tolbert|Hugh Ross|Gerald Sim|Pip Torrens|Thomas Russell|Jonathan Ryan|Andrew Connolly|Karl Hayden|Claire Oberman|Oliver Stone|Tom Watt|P.H. Moriarty|Rebecca Mayhook|Roger Blake|Martin Cochrane|Tim Dutton|Ellen Geer|John Lafayette|Shaun Duke|Fritz Sperberg|Brenda James|Allison Barron|Ted Raimi|Philip Levien|Jesse D. Goins|John Shepard|Stephen Held|Debora Weston|Bob Gunton|Ivan Kane|Kim Delgado|Keith Campbell|Jeff Mandon|Eric Paul|Jeff Gardner|Lester T. Tillery|Franklin Dam|Frankie Maldonatti|Bonnie Webster|Pamela Saxon|Leah Tabassi|Michael Ryan Way|Gregory Paul Jackson|Fred Toma|Ruben Garfias|Michael Francis Kelly|Markus Alexander|Sacha Bennett|Bret Culpepper|Lucia Noyce|Gary Rodriguez|Peter Weireter,117,6.9
Payback,1999,18,R,Action|Crime|Drama|Thriller,Brian Helgeland,Mel Gibson|Gregg Henry|Maria Bello|David Paymer|Bill Duke|Deborah Kara Unger|John Glover|William Devane|Lucy Liu|Jack Conley|Kris Kristofferson|Mark Alfa|Kwame Amoaku|Justin Ashforth|Len Bajenski|Kate Buddeke|Price Carson|Roddy Chiong|Art Cohan|Andrew Cooper|James Deuter|Doc Duhame|David Dunard|Nathan Effron|Tom Equin|Brian Heinberg|Alex Henteloff|Jeff Imada|Michael Park Ingram|Robert Kim|Robert Kurcz|Turk Muller|Chet Nichols|George O'Mara|Yasen Peyankov|Ed Pfeifer|Katrina Phillips|Freddy Rodríguez|Michael Skewes|Alex Skuby|Trevor St. John|Lee Stepp|Daniel Patrick Sullivan|Tedd Taskey|Manu Tupou|Marc Vann|Yûichi Hibi|Elizabeth Berridge|Michael Chinn|James Coburn|Joe DeVito|Dani Jayden|David Tweet|Jovanna Vitiello,100,7.1
Pearl Harbor,2001,153,PG-13,Action|Drama|Romance|War,Michael Bay,Ben Affleck|Josh Hartnett|Kate Beckinsale|William Lee Scott|Greg Zola|Ewen Bremner|Alec Baldwin|Jaime King|Catherine Kellner|Jennifer Garner|Jon Voight|Cuba Gooding Jr.|Michael Shannon|Matthew Davis|Mako|John Fujioka|Cary-Hiroyuki Tagawa|Colm Feore|Dan Aykroyd|Reiley McClendon|Jesse James|William Fichtner|Steve Rankin|Brian Haley|David Hornsby|Scott Wilson|Graham Beckel|Howard Mungo|Randy Oglesby|Ping Wu|Stan Cahill|Kevin Wensing|Tom Everett|Tomas Arana|Beth Grant|Sara Rue|Sung Kang|Raphael Sbarge|Marty Belafsky|Yuji Okumoto|Josh Green|Ian Bohen|Michael Milhoan|Peter Firth|Tom Sizemore|Marco Gould|Andrew Bryniarski|Nicholas Downs|Tim Choate|John Diehl|Joseph Patrick Kelly|Ron Harper|Ted McGinley|Madison Mason|Kim Coates|Andrew Baley|Glenn Morshower|Paul Francis|Scott Wiper|Eric Christian Olsen|Rod Biermann|Noriaki Kamata|Garret Sato|Eiji Inoue|Precious Chong|Jeff Wadlow|Will Gill Jr.|Seth Sakai|Curtis Andersen|Blaine Pate|John Pyper-Ferguson|Michael Shamus Wiles|Brett Pedigo|Toru Tanaka Jr.|Sean Gunn|Josh Ackerman|Matt Casper|David Kaufman|Lindsey Ginter|Joshua Aaron Gulledge|Guy Torry|Leland Orser|Peter James Smith|Mark Noon|Pat Healy|Thomas Wilson Brown|Chad Morgan|James Saito|Angel Sing|Tak Kubota|Robert Jayne|Vic Chao|Michael Gradilone|Fred Koehler|John Padget|Ben Easter|Cory Tucker|Abe Sylvia|Jason Liggett|Mark Panasuk|Bret Roberts|John Howry|Rufus Dorsey|Patrice Martinez|Rodney Bursiel|Rob McCabe|Brandon Lozano|Seiki Moriguchi|Brian D. Falk|Estevan Gonzalo|Christopher Stroop|Sean Faris|Vincent J. Inghilterra|Nicholas Farrell|Tony Curran|Will Bowden|Benjamin Farry|Daniel Mays|Toshi Toda|Jaymee Ong|Ken Goth|Hank Harris|Christopher Allison|Ford Austin|Greg Baine|Douglas Blakeslee|J Michael Briggs|Wally Burr|Matt Cable|Camille Carida|Andrew Chen|Winston Churchill|David de Vos|Tanya Dempsey|Jeremy Denzlinger|Jeremy Gilbreath|Geoffrey Gould|William Joseph Hill|Adolf Hitler|Patrick A. Horton|Manu Intiraymi|Frieda Jane|Saburo Kurusu|Cherisse Lamoureux|Sherwin Lau|Elizabeth Leaff|Scott Levy|Beau Lotterman|Francis Maikai|Kinsey McLean|Jill Meyers|Matt Moore|Kathleen Mullan|Robert C. Nelson|Naoko Niya|Kichisaburo Nomura|Lin Oeding|Pete Romano|Lisa Ross|David Rountree|Bryan Ryan|Matthew Saxe|Barbara Scolaro|Ross Stasik|Max Thayer|Jack Truman|Clyde Tull|Larry Wegger|Mark Weiler|Jeff Yaworski|Melissa Anne Young,183,5.9
The Phantom of the Opera,2004,3,PG-13,Drama|Musical|Romance|Thriller,Joel Schumacher,Gerard Butler|Emmy Rossum|Patrick Wilson|Miranda Richardson|Minnie Driver|Ciarán Hinds|Simon Callow|Victor McGuire|Jennifer Ellison|Murray Melvin|Kevin McNally|James Fleet|Imogen Bain|Miles Western|Judith Paris|Halcro Johnston|Paul Brooke|Oliver Chopping|Alison Skilbeck|Lee Sellers|Ramin Karimloo|Chris Overton|Jesika Cannon|Annabel Porter|Laura Hounsom|Lorraine Stewart|Lucy Casson|Jonathan D. Ellis|Jose Tirado|David Langham|Sebastien Torkia|Chris Jarvis|Liesl Dowsett|Greet Botterman|Kirsty Tapp|Amy Lawson|Tess Cunningham|Kathryn Dunn|Pia Driver|Sophia Hurdley|Elena Buda|Mark Carroll|Brian Wheeler|Terry Kelly|David Arneil|John Griffiths|Graham McDuff|Tricia Deighton|Mandy Holliday|Jackie Marks|Sophie-Louise Dann|Valerie Cutko|Julia Worsley|Margaret Preece|Annalene Beechey|Lucy Potter|Remy Martyn|Richard Bayliss|Andrew Charles Corbett|Ralph Broadbent|Damien Lee Stirk|Alexander Cameron|Pascal Langdale|Paul Costin|Carlos Otera|Matthew Draper|Annika Strandberg|Ben Gant|Beth Sheather|Jonathon Hill|Isabel Lesto|Sarah Frasca|Timothy Kipling|Sandra Eloani|Jonathon Kitchen|Ruben Halse|Tristan Keyte|Damian Jones|Michael Mansbridge|Jeff Moore|Vanessa Perroncel|Lea Jerova|Julian Poole|Rebekah Dobbins|James Pullman|Lee Chapman|Robert Purvis|Gavin Lee|Dave Tosh|Rod Buchanan|Chris Worsey|Ashley Wallen|Adam Pudney|Ben Garner|Blake Clayfield|Damien Delaney|Marcus Tesch|Michael Small|Miles Elkington|Nathan Clark|Stephen B. White|Stephen Berkeley|Kasper Cornish|Philip Catchpole|Ryan Jenkins|Gavin Wilkinson|Alec Mann|Scott Wyer|Paul Micha|Clinton Goldsmith|Andrew Corbett|Luis Gallo Mudarra|Damien Jackson|Tom Tanscy|Luke Jackson|Aaron Sillis|Melanie Perks|Lorena Randi|Lisa Stevens|Rachel Crocker|Julia Florimo|Caroline Lynn|Joanna Woodliffe|Marilena Nicolaou|Joanna Ernest|Georgina Hagerty|Simone De La Rue|Claire Goodman|Gem Collingwood|Maddy G. Harris|Juliet Gough|Deborah Bundy|Pippa Raine|Leigh Daniels|Gabriel Noble|Maryam Pourian|Candice Evans|Janine Davis|Bethany Elliot|Dawn Collins,143,7.4
Pirates of the Caribbean: The Curse of the Black Pearl,2003,42,PG-13,Action|Adventure|Fantasy,Gore Verbinski,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Damian O'Hare|Giles New|Angus Barnett|davidbailie|Michael Berry Jr.|Isaac C. Singleton Jr.|Kevin McNally|Treva Etienne|Zoe Saldana|Guy Siner|Ralph P. Martin|Paula J. Newman|Paul Keith|Dylan Smith|Lucinda Dryzek|Luke de Woolfson|Michael Sean Tighe|Greg Ellis|Dustin Seavey|Christian Martin|Israel Oyelumade|Trevor Goddard|Vince Lozano|Ben Wilson|Antonio Valentino|Lauren Maher|Matthew Bowyer|Brye Cooper|Mike Babcock|Owen Finnegan|Ian McIntyre|Vanessa Branch|Sam Roberts|Ben Roberts|Martin Klebba|Félix Castro|Mike Haberecht|Rudolph McCollum|Gerard J. Reyes|M. Scott Shields|Christopher Sullivan|Craig Thomson|Fred Toft|D.P. FitzGerald|Jerry Gauny|Maxie J. Santillan Jr.|Michael Earl Lane|Tobias McKinney|David Patykewich|Tommy Schooler|Michael A. Thompson|Michael W. Williams|Jose Zelaya|Finneus Egan|Don LaDaga|LeJon|Christopher S. Capp|Gregory Alosio|Jordi Caballero|Paul Gagné|Joe Grisaffi|James McAuley,143,8.1
Pirates of the Caribbean: Dead Man's Chest,2006,90,PG-13,Action|Adventure|Fantasy,Gore Verbinski,Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Kevin McNally|davidbailie|Stellan Skarsgård|Tom Hollander|Naomie Harris|Martin Klebba|David Schofield|Alex Norton|Lauren Maher|Nej Adamson|Jimmy Roussounis|Moray Treadwell|San Shella|Jim Cody Williams|Michael Miranda|Luke de Woolfson|Derrick O'Connor|Georges Trillat|Israel Oyelumade|Gerry O'Brien|Dermot Keaney|Clive Ashborn|Robbie Gee|Neil Panlasigui|Matthew Bower|Max Baker|Steve Speirs|John Boswall|Winston Ellis|Christopher Adamson|Andy Beckwith|Jonathan Linsley|Sylver|Simon Meacock|Natsuko Ohama|Josie Dapar|Vanessa Branch|David Sterne|David Keyes|Anthony Patricio|Barry McEvoy|Michael Enright|Hernando Molina|John Mackie|Spider Madison|Bud Mathis|Marco Khan|David Zahedian|Faouzi Brahimi|Jonathan Limbo|Alex Cong|Ho-Kwan Tse|Reggie Lee|LeJon|Christopher S. Capp|Félix Castro|Mike Haberecht|Rudolph McCollum|Gerard J. Reyes|M. Scott Shields|Christopher Sullivan|Craig Thomson|Fred Toft|Claudia Adams|Stephen Ananicz|Peter Donald Badalamenti II|Mark Bedell|Nathan Belt|Rusty 'Gravestone' Bolin|Ron Bottitta|Guy Chapman|Chadwick J. Coleman|Neil D'Monte|Jerald Garner|Sammi Hanratty|Randy Herman|Patrick Hume|Dalon Huntington|Paul Jacobson|Anthony W. Johnson|Sharon Jordan|Marc Joseph|Jason Kakebeen|Jonathan Kite|Ken Lally|James S. Levine|Michael A. Levine|Erwin Lopez|Fred Maske|Ann Matthews|Clark McClanathan|Nikki Taylor Melton|Cory Montgomery|Maggie Munro|Richard Perez|Aaron Pichel|Nicolas Read|Chris Reid|Karly Rothenberg|Geoffrey Rush|Erin Sharkey|Gary Sievers|Opender Singh|Aleksandr Sountsov|Joseph Steven|Tegan Summer|Chris Symonds|Michael Symonds|Jay Tapaoan|Craig Robert Young|Tommy Zandali,151,7.3
Plan 9 from Outer Space,1959,7,,Action|Adventure|Horror|Sci-Fi,Edward D. Wood Jr.,Gregory Walcott|Mona McKinnon|Duke Moore|Tom Keene|Carl Anthony|Paul Marco|Tor Johnson|Dudley Manlove|Joanna Lee|John Breckinridge|Lyle Talbot|David De Mering|Norma McCarty|Bill Ash|Lynn Lemon|Ben Frommer|Gloria Dea|Conrad Brooks|Vampira|Bela Lugosi|Criswell|Donald A. Davis|Johnny Duncan|Karl Johnson|Tom Mason|J. Edward Reynolds|Clay Stone|Hugh Thomas Jr.|Edward D. Wood Jr.,79,3.9
Platoon Leader,1988,106,,War|Drama,Aaron Norris,Michael Dudikoff|Robert F. Lyons|Michael DeLorenzo|Jesse Dabson|Rick Fitts|Tony Pierce|Daniel Demorest|Brian Libby|Michael Rider|William Smith|Al Karaki|Evan J. Klisser|Evan Barker|A.J. Smith|Dean Raphael Ferrandini|Bill Olmsted|Themi Venturis|Joyce Long|Yasmin Jacobs|Timothy John|Rogers Glen Davies|Roy Dhlamini|Raymond Barker|Stephen Forget|Carl Michael Dekker|Dave Blom|Ricky Sneddon|Sabelo Eric Ndbele|Barry Ho|Marc Poson|Ken Lo Pong|Tok Lee|Eric Fong|Llewellyn Linden|Mr. Hayen|E. Shong|Min Jae|George Kin|Edgardo Pangrillinan,97,5.2
Point of No Return,1993,35,R,Action|Crime|Thriller,John Badham,Bridget Fonda|Gabriel Byrne|Dermot Mulroney|Miguel Ferrer|Anne Bancroft|Olivia d'Abo|Richard Romanus|Harvey Keitel|Lorraine Toussaint|Geoffrey Lewis|Mic Rodgers|Michael Rapaport|Ray Oriel|Spike McClure|Lieux Dressler|John Capodice|Carmen Zapata|Calvin Levels|Michael Runyard|Bill M. Ryusaki|Jan Speck|Francesco Messina|Peter Mark Vasquez|Wendy L. Davies|James Handy|Lee Dupree|David Sosna|Bruce Barnes|Jaqueline Koch|Kenny Endoso|Gary Kasper|Rosalind Jue|Eric Cohen|François Chau|Joe Garcia|Frank Girardeau|Clark Heathcliffe Brolly|Jodie Markell|Robert Harvey|Harry Perry|Robert Apisa|John Badham|Richard Chapman Jr.|Robert Gruenberg Jr.|Bob Gunter|Leon Herbert|Robert Hines|David R. Maier|Ronnie Rondell Jr.|Michael W. Watkins,109,5.9
Predator,1987,64,,Action|Adventure|Sci-Fi|Thriller,John McTiernan,Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo|Bill Duke|Jesse Ventura|Sonny Landham|Richard Chaves|R.G. Armstrong|Shane Black|Kevin Peter Hall|Steve Boyum|William H. Burton|Peter Cullen|Henry Kingi|Sven-Ole Thorsen,107,7.9
The Prestige,2006,7,PG-13,Drama|Mystery|Thriller,Christopher Nolan,Hugh Jackman|Christian Bale|Michael Caine|Piper Perabo|Rebecca Hall|Scarlett Johansson|Samantha Mahurin|David Bowie|Andy Serkis|Daniel Davis|Jim Piddock|Christopher Neame|Mark Ryan|Roger Rees|Jamie Harris|Monty Stuart|Ron Perkins|Ricky Jay|J. Paul Moore|Anthony De Marco|Chao Li Chi|Gregory Humphreys|John B. Crye|William Morgan Sheppard|Sean Howse|Julia Sanford|Ezra Buzzington|James Lancaster|Olivia Merg|Zoe Merg|Johnny Liska|Russ Fega|Kevin Will|Edward Hibbert|Christopher Judges|James Otis|Sam Menning|Brian Tahash|Scott Davis|Jodi Bianca Wise|Nikki Glick|Enn Reitel|Clive Kennedy|Rob Arbogast|Chris Cleveland|Basilina Butler|Erin Cipolletti|Ernest Heinz|Tim Pilleri|Wendy Rosoff|Gary Sievers|Inna Swann|Deanna Lynn Walsh|Jesse Wilde,130,8.5
Prince of Jutland,1994,38,R,Adventure|Drama,Gabriel Axel,Gabriel Byrne|Helen Mirren|Christian Bale|Brian Cox|Steven Waddington|Kate Beckinsale|Tony Haygarth|Freddie Jones|Tom Wilkinson|Saskia Wickham|Brian Glover|Mark Williams|Andy Serkis|Philip Rham|Ewen Bremner|Richard Dempsey|David Bateson|Jess Ingerslev|Ian Burns|Asta Esper Hagen Andersen|Henry Jessen|Birgit Thøt|Lisbeth Holt Jørgensen|Cecilie Brask|Trine Larsen|Kika Mazanti Sørensen|Oliver Fox,103,5.9
L?on,1994,33,R,Crime|Drama|Thriller,Luc Besson,Jean Reno|Gary Oldman|Natalie Portman|Danny Aiello|Peter Appel|Willi One Blood|Don Creech|Keith A. Glascoe|Randolph Scott|Michael Badalucco|Ellen Greene|Elizabeth Regen|Carl J. Matusovich|Frank Senger|Lucius Wyatt Cherokee|Eric Challier|Luc Bernard|Maïwenn|Jessie Keosian|George Martin|Abdul Hassan Sharif|Stuart Rudin|Kent Broadhurst|Tommy Hollis|Peter Linari|Johnny Limo|Danny Peled|Seth Jerome Walker|Michael Mundra|Alex Dezen|Betty Miller|Geoffrey Bateman|Arsène Jiroyan|Peter Vizard|Joseph Malerba|David W. Butler|Robert LaSardo|Steve Gonnelo|William James Stiggers Jr.|Anthony Ragland|Crystal Michelle Blake|Sonny Zito|Rocky Hernandez|Randy Pearlstein|Trevor Walace|Keith S. Bullock|Jeff McBride|Fred Fischer|Peter Justinius|Denis Bellocq|Thomas Delehanty|Ed Ventresca|Wallace Wong|Cary Wong|Amimul Rolly|Mohammed Rashid|Adam Busch|Mario Todisco|James Melissinos|Jernard Burks|Matt De Matt|Samy Naceri|Christophe Gautier|Junior Almeida|David Gregg|Michel Montanary|Hervé Husson|Didier Legros|Marc Andréoni|Gilles Kleber|Junior John Levis|Tony Sauraye|Thierry Maurio|James Fahrner|Daniel Schenmetzler|Jean-Hugues Anglade|Alyssia Dujmovich|Michael Wehrhahn,110,8.7
